gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5154710239	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/499259126/original.jpg	https://www.inaturalist.org/photos/499259126					2025-05-03T15:00:17Z	grbookwork1818		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	grbookwork1818
5154685187	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/491230251/original.jpg	https://www.inaturalist.org/photos/491230251					2025-04-20T17:19:35Z	Molly Moore		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Molly Moore
5154669216	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/499957323/original.jpeg	https://www.inaturalist.org/photos/499957323					2025-05-04T15:29:13Z	Noland Martin		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Noland Martin
5154630321	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/501857371/original.jpg	https://www.inaturalist.org/photos/501857371					2025-05-08T14:44:37Z	gaylussacia		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	gaylussacia
5154630321	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/501857320/original.jpg	https://www.inaturalist.org/photos/501857320					2025-05-08T14:44:37Z	gaylussacia		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	gaylussacia
5154576074	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/499178349/original.jpeg	https://www.inaturalist.org/photos/499178349					2025-04-28T16:42:31Z	tminatbe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tminatbe
5154575195	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/500250185/original.jpg	https://www.inaturalist.org/photos/500250185					2025-05-04T18:16:31Z	dansmall		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	dansmall
5154540794	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/490607577/original.jpg	https://www.inaturalist.org/photos/490607577					2025-04-24T14:45:44Z	jewels510		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jewels510
5154534587	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/497667035/original.jpeg	https://www.inaturalist.org/photos/497667035					2025-04-27T23:58:32Z	kbarylski		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kbarylski
5154526035	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/502064964/original.jpeg	https://www.inaturalist.org/photos/502064964					2025-05-09T01:28:56Z	belyykit		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	belyykit
5154524579	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/488787906/original.jpeg	https://www.inaturalist.org/photos/488787906					2025-04-20T18:20:57Z	Beth		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Beth
